A_X [mg] A_Y [mg] A_Z [mg]
1444 	 1614 	 1591
710 	 863 	 596
856 	 1188 	 -608
175 	 1050 	 -474
-252 	 1030 	 -653
-805 	 1715 	 -594
-288 	 854 	 286
664 	 588 	 577
563 	 759 	 301
238 	 720 	 -103
-292 	 1519 	 98
-455 	 1458 	 1207
208 	 1372 	 315
251 	 1602 	 -409
537 	 1414 	 -392
361 	 1108 	 256
0 	 880 	 -200
-208 	 545 	 -180
-145 	 326 	 -425
78 	 203 	 -343
489 	 345 	 249
1315 	 1487 	 1535
751 	 988 	 545
810 	 1110 	 -494
151 	 931 	 -587
-424 	 1322 	 -382
-642 	 1448 	 -407
246 	 647 	 287
605 	 692 	 450
258 	 692 	 -3
67 	 1140 	 -120
-514 	 1539 	 732
-100 	 1252 	 866
261 	 1570 	 -101
340 	 1588 	 -594
525 	 1288 	 110
146 	 1083 	 -160
-140 	 708 	 -325
-216 	 330 	 -336
80 	 208 	 -470
181 	 135 	 -191
863 	 805 	 829
1285 	 1677 	 1367
537 	 501 	 347
747 	 1180 	 -288
136 	 1055 	 -628
-155 	 944 	 -490
-641 	 1543 	 -477
37 	 731 	 291
606 	 679 	 578
482 	 774 	 260
205 	 692 	 78
47 	 1096 	 -253
-417 	 1574 	 745
-174 	 1271 	 952
375 	 1535 	 -75
233 	 1588 	 -538
603 	 1225 	 -17
183 	 1057 	 68
-198 	 655 	 -385
-167 	 215 	 -368
217 	 223 	 -366
244 	 118 	 56
1199 	 1407 	 1240
994 	 1108 	 959
857 	 900 	 -410
373 	 1211 	 -566
-250 	 963 	 -615
-685 	 1634 	 -504
-101 	 734 	 295
710 	 703 	 467
440 	 728 	 177
112 	 743 	 44
-197 	 1362 	 -158
-454 	 1547 	 945
151 	 1267 	 735
282 	 1534 	 -273
190 	 1540 	 -446
532 	 1201 	 133
197 	 917 	 -97
-174 	 547 	 -345
-112 	 275 	 -386
245 	 218 	 -267
303 	 213 	 179
1299 	 1109 	 1378
961 	 1413 	 1165
841 	 987 	 -230
355 	 1002 	 -634
-56 	 773 	 -536
-690 	 1600 	 -490
-245 	 1018 	 38
639 	 560 	 487
407 	 755 	 135
224 	 645 	 -1
128 	 1115 	 -197
-162 	 1502 	 399
-544 	 1446 	 1149
65 	 1237 	 616
182 	 1572 	 -175
301 	 1602 	 -570
532 	 1194 	 192
185 	 1006 	 -154
-142 	 701 	 -459
-205 	 294 	 -317
196 	 232 	 -421
236 	 194 	 -95
1065 	 984 	 1102
1185 	 1680 	 1492
543 	 740 	 401
768 	 1228 	 -330
97 	 940 	 -665
-107 	 932 	 -608
-691 	 1632 	 -503
48 	 709 	 460
664 	 716 	 385
281 	 667 	 30
70 	 957 	 -184
-180 	 1427 	 145
-549 	 1461 	 1068
2 	 1251 	 691
359 	 1441 	 112
231 	 1703 	 -515
569 	 1269 	 -30
169 	 1070 	 18
-200 	 594 	 -487
9 	 206 	 -332
292 	 269 	 -275
560 	 358 	 506
1443 	 1472 	 1417
933 	 1343 	 1023
799 	 816 	 65
506 	 1143 	 -554
-88 	 850 	 -664
-761 	 1727 	 -542
-501 	 1219 	 -107
651 	 522 	 381
567 	 746 	 370
176 	 717 	 60
-15 	 1117 	 -189
-210 	 1403 	 125
-417 	 1349 	 1034
94 	 1283 	 768
92 	 1538 	 -41
216 	 1574 	 -636
498 	 1300 	 136
92 	 1040 	 -108
-193 	 588 	 -282
-72 	 229 	 -369
304 	 250 	 -364
462 	 370 	 416
1528 	 1296 	 1356
945 	 1482 	 1137
994 	 1006 	 244
791 	 1534 	 -530
36 	 609 	 -732
-867 	 1543 	 -672
-953 	 1357 	 -276
1175 	 472 	 558
623 	 755 	 673
-97 	 891 	 -277
-121 	 1411 	 -480
-273 	 1555 	 633
182 	 1250 	 332
-100 	 1092 	 252
-26 	 1481 	 499
261 	 1565 	 -233
591 	 1172 	 -808
471 	 724 	 10
154 	 744 	 517
-62 	 501 	 -365
-45 	 158 	 -99
69 	 322 	 -3
345 	 478 	 535
839 	 1398 	 1317
693 	 1269 	 866
917 	 544 	 54
1014 	 1255 	 -484
410 	 734 	 -511
-31 	 1002 	 -498
-849 	 1570 	 -980
-325 	 835 	 364
566 	 869 	 573
568 	 766 	 43
184 	 887 	 -49
-237 	 1481 	 -140
-575 	 1488 	 805
170 	 1151 	 824
164 	 1561 	 15
404 	 1501 	 -676
486 	 1227 	 -44
251 	 1015 	 89
-172 	 624 	 -333
-128 	 296 	 -388
239 	 172 	 -248
380 	 303 	 440
1341 	 1433 	 1542
855 	 1437 	 1106
709 	 547 	 -180
806 	 1326 	 -671
309 	 1031 	 -633
-293 	 1246 	 -660
-831 	 1489 	 -475
131 	 646 	 425
750 	 780 	 404
241 	 719 	 65
55 	 1079 	 -122
-542 	 1650 	 372
-464 	 1360 	 1243
203 	 1343 	 452
270 	 1589 	 -23
394 	 1526 	 -564
516 	 1361 	 -397
494 	 1143 	 85
39 	 789 	 -114
-271 	 450 	 -301
145 	 275 	 -365
273 	 175 	 10
999 	 841 	 1058
1068 	 1513 	 1534
530 	 713 	 131
864 	 1149 	 -522
208 	 1067 	 -672
15 	 855 	 -354
-596 	 1551 	 -616
