Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	
36566632	-11963	-2360	917	-1459.486	-287.920	111.874	
36586935	-12089	-2251	345	-1474.858	-274.622	42.090	
36607237	-11374	-1658	75	-1387.628	-202.276	9.150	
36627537	-10185	-992	212	-1242.570	-121.024	25.864	
36647839	-9508	-728	430	-1159.976	-88.816	52.460	
36668142	-9224	-1039	502	-1125.328	-126.758	61.244	
36688444	-8998	-1576	438	-1097.756	-192.272	53.436	
36708745	-8769	-2254	170	-1069.818	-274.988	20.740	
36729046	-8542	-3190	-184	-1042.124	-389.180	-22.448	
36749349	-8203	-3808	-293	-1000.766	-464.576	-35.746	
36769650	-7673	-3887	-98	-936.106	-474.214	-11.956	
36789952	-7066	-3707	328	-862.052	-452.254	40.016	
36810251	-6646	-3580	956	-810.812	-436.760	116.632	
36830552	-6646	-3550	1483	-810.812	-433.100	180.926	
36850850	-7093	-3509	1793	-865.346	-428.098	218.746	
36871149	-7808	-3827	2110	-952.576	-466.894	257.420	
36891449	-8724	-4363	2273	-1064.328	-532.286	277.306	
36911749	-9419	-4666	2567	-1149.118	-569.252	313.174	
36932049	-10005	-4544	2613	-1220.610	-554.368	318.786	
36952348	-11088	-3960	2549	-1352.736	-483.120	310.978	
36972648	-12021	-3087	2587	-1466.562	-376.614	315.614	
36992945	-11941	-2836	2988	-1456.802	-345.992	364.536	
37013246	-10360	-2834	3510	-1263.920	-345.748	428.220	
37033547	-8204	-2430	3769	-1000.888	-296.460	459.818	
37053847	-7232	-2411	3589	-882.304	-294.142	437.858	
37074147	-8618	-2962	3011	-1051.396	-361.364	367.342	
37094448	-10672	-2980	2283	-1301.984	-363.560	278.526	
37114749	-11876	-2652	1696	-1448.872	-323.544	206.912	
37135049	-12385	-2101	1568	-1510.970	-256.322	191.296	
37155348	-12026	-1343	1642	-1467.172	-163.846	200.324	
37175651	-11175	-557	1503	-1363.350	-67.954	183.366	
37195954	-10219	-66	1504	-1246.718	-8.052	183.488	
37216254	-9562	72	1629	-1166.564	8.784	198.738	
37236554	-9022	195	1527	-1100.684	23.790	186.294	
37256855	-8332	83	1272	-1016.504	10.126	155.184	
37277160	-7850	-408	1020	-957.700	-49.776	124.440	
37297461	-7687	-865	808	-937.814	-105.530	98.576	
37317766	-7314	-1093	636	-892.308	-133.346	77.592	
37338068	-6803	-1218	507	-829.966	-148.596	61.854	
37358373	-6272	-1320	468	-765.184	-161.040	57.096	
37378673	-5844	-1177	444	-712.968	-143.594	54.168	
37398975	-5581	-814	553	-680.882	-99.308	67.466	
37419278	-5587	-509	766	-681.614	-62.098	93.452	
37439581	-5707	-419	948	-696.254	-51.118	115.656	
37459884	-5978	-526	1028	-729.316	-64.172	125.416	
37480187	-6774	-625	944	-826.428	-76.250	115.168	
37500489	-8031	-733	520	-979.782	-89.426	63.440	
37520789	-8682	-880	276	-1059.204	-107.360	33.672	
37541091	-9080	-1142	344	-1107.760	-139.324	41.968	
37561393	-9352	-1827	798	-1140.944	-222.894	97.356	
37581695	-8593	-2706	1291	-1048.346	-330.132	157.502	
37601993	-7943	-2998	1582	-969.046	-365.756	193.004	
37622293	-8437	-2657	1829	-1029.314	-324.154	223.138	
37642594	-9361	-1845	1462	-1142.042	-225.090	178.364	
37662895	-10040	-1498	908	-1224.880	-182.756	110.776	
37683195	-10640	-1511	239	-1298.080	-184.342	29.158	
37703496	-10687	-1054	96	-1303.814	-128.588	11.712	
37723798	-9900	-530	536	-1207.800	-64.660	65.392	
37744098	-9310	-740	769	-1135.820	-90.280	93.818	
37764400	-9067	-1366	837	-1106.174	-166.652	102.114	
37784701	-8848	-2106	767	-1079.456	-256.932	93.574	
37805000	-8914	-2855	507	-1087.508	-348.310	61.854	
37825299	-8996	-3520	137	-1097.512	-429.440	16.714	
37845598	-8865	-4087	-150	-1081.530	-498.614	-18.300	
37865898	-8626	-4300	-90	-1052.372	-524.600	-10.980	
37886199	-8583	-3838	290	-1047.126	-468.236	35.380	
37906497	-8382	-3330	591	-1022.604	-406.260	72.102	
37926798	-8253	-3378	963	-1006.866	-412.116	117.486	
37947100	-8898	-3881	1122	-1085.556	-473.482	136.884	
37967401	-9317	-4760	891	-1136.674	-580.720	108.702	
37987702	-9491	-5658	535	-1157.902	-690.276	65.270	
38008002	-9836	-6412	596	-1199.992	-782.264	72.712	
38028305	-10527	-6356	815	-1284.294	-775.432	99.430	
38048607	-11821	-5675	1326	-1442.162	-692.350	161.772	
38068907	-12293	-5041	1725	-1499.746	-615.002	210.450	
38089208	-11852	-4519	2126	-1445.944	-551.318	259.372	
38109507	-10670	-3993	2250	-1301.740	-487.146	274.500	
38129808	-8966	-3341	1951	-1093.852	-407.602	238.022	
38150110	-8231	-2886	1371	-1004.182	-352.092	167.262	
38170412	-9239	-2894	1093	-1127.158	-353.068	133.346	
38190715	-10871	-2742	972	-1326.262	-334.524	118.584	
38211016	-12083	-2056	839	-1474.126	-250.832	102.358	
38231318	-13020	-1589	723	-1588.440	-193.858	88.206	
38251621	-12959	-1359	552	-1580.998	-165.798	67.344	
38271922	-11879	-1061	431	-1449.238	-129.442	52.582	
38292222	-11280	-785	570	-1376.160	-95.770	69.540	
38312521	-10815	-300	415	-1319.430	-36.600	50.630	
38332820	-9940	432	92	-1212.680	52.704	11.224	
38353121	-9077	1005	-116	-1107.394	122.610	-14.152	
38373422	-8239	970	-213	-1005.158	118.340	-25.986	
38393724	-7677	202	-253	-936.594	24.644	-30.866	
38414023	-7241	-585	-336	-883.402	-71.370	-40.992	
38434323	-6956	-1186	-440	-848.632	-144.692	-53.680	
38454623	-6691	-1769	-619	-816.302	-215.818	-75.518	
38474926	-6484	-2141	-633	-791.048	-261.202	-77.226	
38495225	-6526	-2195	-418	-796.172	-267.790	-50.996	
38515526	-6591	-1792	-232	-804.102	-218.624	-28.304	
38535828	-6268	-941	-231	-764.696	-114.802	-28.182	
38556127	-5746	-304	-137	-701.012	-37.088	-16.714	
38576428	-5870	-424	57	-716.140	-51.728	6.954	
38596729	-6797	-921	144	-829.234	-112.362	17.568	
38617030	-7061	-1122	334	-861.442	-136.884	40.748	
38637331	-7189	-1164	705	-877.058	-142.008	86.010	
38657632	-7451	-1249	939	-909.022	-152.378	114.558	
38677934	-6822	-1530	1289	-832.284	-186.660	157.258	
38698233	-6657	-2001	1640	-812.154	-244.122	200.080	
38718535	-7681	-2079	2055	-937.082	-253.638	250.710	
38738836	-9106	-1658	2419	-1110.932	-202.276	295.118	
38759139	-10520	-1576	2380	-1283.440	-192.272	290.360	
38779442	-11708	-1580	2240	-1428.376	-192.760	273.280	
38799744	-11778	-1035	2280	-1436.916	-126.270	278.160	
38820047	-11056	-588	2299	-1348.832	-71.736	280.478	
38840350	-10486	-796	2107	-1279.292	-97.112	257.054	
38860653	-10048	-1074	1778	-1225.856	-131.028	216.916	
38880954	-9909	-1443	1470	-1208.898	-176.046	179.340	
38901257	-9866	-2091	1044	-1203.652	-255.102	127.368	
38921560	-9781	-3086	534	-1193.282	-376.492	65.148	
38941863	-9492	-3911	128	-1158.024	-477.142	15.616	
38962161	-9060	-4067	-7	-1105.320	-496.174	-0.854	
38982463	-8610	-3596	31	-1050.420	-438.712	3.782	
39002764	-8265	-3094	299	-1008.330	-377.468	36.478	
39023068	-8007	-2977	671	-976.854	-363.194	81.862	
39043372	-7889	-3239	956	-962.458	-395.158	116.632	
39063676	-8056	-3813	1066	-982.832	-465.186	130.052	
39083977	-8561	-4294	1049	-1044.442	-523.868	127.978	
39104280	-9116	-4535	988	-1112.152	-553.270	120.536	
39124583	-9536	-4910	1128	-1163.392	-599.020	137.616	
39144883	-10595	-4831	1634	-1292.590	-589.382	199.348	
39165182	-11257	-4150	2035	-1373.354	-506.300	248.270	
39185482	-10864	-3597	2224	-1325.408	-438.834	271.328	
39205782	-10144	-3215	2550	-1237.568	-392.230	311.100	
39226082	-8551	-2859	2799	-1043.222	-348.798	341.478	
39246381	-7293	-2977	2747	-889.746	-363.194	335.134	
39266680	-7737	-3446	2528	-943.914	-420.412	308.416	
39286978	-9399	-3662	2328	-1146.678	-446.764	284.016	
39307278	-11004	-3713	2271	-1342.488	-452.986	277.062	
39327578	-12550	-3495	2023	-1531.100	-426.390	246.806	
39347876	-13363	-2695	1814	-1630.286	-328.790	221.308	
39368176	-13281	-1439	1525	-1620.282	-175.558	186.050	
39388476	-12806	-381	1376	-1562.332	-46.482	167.872	
39408777	-11880	428	1522	-1449.360	52.216	185.684	
39429078	-11112	1177	1615	-1355.664	143.594	197.030	
39449376	-10288	1641	1568	-1255.136	200.202	191.296	
39469677	-9428	1112	1161	-1150.216	135.664	141.642	
39489979	-8720	43	654	-1063.840	5.246	79.788	
39510280	-8057	-672	398	-982.954	-81.984	48.556	
39530580	-7372	-1130	179	-899.384	-137.860	21.838	
39550881	-6609	-1541	30	-806.298	-188.002	3.660	
39571184	-5853	-1704	-84	-714.066	-207.888	-10.248	
39591485	-5122	-1604	-117	-624.884	-195.688	-14.274	
39611784	-4541	-1360	-37	-554.002	-165.920	-4.514	
39632083	-4134	-1109	120	-504.348	-135.298	14.640	
39652385	-3924	-794	389	-478.728	-96.868	47.458	
39672685	-4112	-561	533	-501.664	-68.442	65.026	
39692987	-5029	-757	475	-613.538	-92.354	57.950	
39713290	-6051	-936	353	-738.222	-114.192	43.066	
39733590	-7203	-811	203	-878.766	-98.942	24.766	
39753890	-8671	-791	21	-1057.862	-96.502	2.562	
39774191	-9647	-1227	-142	-1176.934	-149.694	-17.324	
39794496	-9587	-1961	-296	-1169.614	-239.242	-36.112	
39814816	-9183	-2487	-193	-1120.326	-303.414	-23.546	
39835131	-9558	-2829	64	-1166.076	-345.138	7.808	
39855450	-10759	-2772	560	-1312.598	-338.184	68.320	
39875765	-12261	-2290	637	-1495.842	-279.380	77.714	
39896085	-13253	-2114	285	-1616.866	-257.908	34.770	
39916402	-13285	-2002	-130	-1620.770	-244.244	-15.860	
39936718	-12093	-1852	-223	-1475.346	-225.944	-27.206	
39957036	-10623	-1978	32	-1296.006	-241.316	3.904	
39977354	-9658	-2232	379	-1178.276	-272.304	46.238	
39997671	-9079	-2217	682	-1107.638	-270.474	83.204	
40017989	-8828	-2246	626	-1077.016	-274.012	76.372	
40038309	-8846	-2884	230	-1079.212	-351.848	28.060	
40058628	-8811	-3517	-100	-1074.942	-429.074	-12.200	
40078947	-8687	-3423	6	-1059.814	-417.606	0.732	
40099261	-8329	-3034	534	-1016.138	-370.148	65.148	
40119578	-7811	-2767	701	-952.942	-337.574	85.522	
40139895	-7530	-2775	844	-918.660	-338.550	102.968	
40160215	-7830	-3199	1172	-955.260	-390.278	142.984	
40180531	-8322	-3926	1597	-1015.284	-478.972	194.834	
40200850	-8649	-4432	1687	-1055.178	-540.704	205.814	
40221167	-9216	-4480	1757	-1124.352	-546.560	214.354	
40241485	-10211	-4424	1971	-1245.742	-539.728	240.462	
40261807	-11258	-4903	2428	-1373.476	-598.166	296.216	
40282126	-11320	-4629	2599	-1381.040	-564.738	317.078	
40302444	-10934	-3518	2865	-1333.948	-429.196	349.530	
40322763	-10111	-3058	3277	-1233.542	-373.076	399.794	
40343083	-8566	-3007	3341	-1045.052	-366.854	407.602	
40363400	-7996	-2785	3016	-975.512	-339.770	367.952	
40383719	-8965	-3171	2698	-1093.730	-386.862	329.156	
40404037	-10307	-3237	2464	-1257.454	-394.914	300.608	
40424356	-11490	-2589	2441	-1401.780	-315.858	297.802	
40444674	-12224	-1869	2298	-1491.328	-228.018	280.356	
40464992	-11853	-1138	2106	-1446.066	-138.836	256.932	
40485310	-10926	-702	1960	-1332.972	-85.644	239.120	
40505627	-10199	-562	1876	-1244.278	-68.564	228.872	
40525944	-9639	-424	1759	-1175.958	-51.728	214.598	
40546264	-9204	-156	1575	-1122.888	-19.032	192.150	
40566582	-8757	-136	1278	-1068.354	-16.592	155.916	
40586901	-8253	-480	998	-1006.866	-58.560	121.756	
40607221	-7856	-802	753	-958.432	-97.844	91.866	
40627538	-7509	-1073	495	-916.098	-130.906	60.390	
40647855	-7003	-1342	287	-854.366	-163.724	35.014	
40668173	-6603	-1587	211	-805.566	-193.614	25.742	
40688489	-6379	-1663	154	-778.238	-202.886	18.788	
40708807	-6189	-1575	195	-755.058	-192.150	23.790	
40729122	-6113	-1313	254	-745.786	-160.186	30.988	
40749437	-5901	-898	323	-719.922	-109.556	39.406	
40769755	-5732	-627	461	-699.304	-76.494	56.242	
40790075	-6084	-683	570	-742.248	-83.326	69.540	
40810393	-7149	-882	596	-872.178	-107.604	72.712	
40830710	-8469	-1009	493	-1033.218	-123.098	60.146	
40851026	-9167	-1006	324	-1118.374	-122.732	39.528	
40871342	-9377	-1124	326	-1143.994	-137.128	39.772	
40891657	-8859	-1527	557	-1080.798	-186.294	67.954	
40911973	-7867	-2243	933	-959.774	-273.646	113.826	
40932290	-7033	-2963	1486	-858.026	-361.486	181.292	
40952608	-7290	-2738	1821	-889.380	-334.036	222.162	
40972922	-8469	-1652	1607	-1033.218	-201.544	196.054	
40993237	-9416	-1262	1276	-1148.752	-153.964	155.672	
41013553	-9982	-1500	942	-1217.804	-183.000	114.924	
41033871	-10139	-1225	815	-1236.958	-149.450	99.430	
41054187	-9635	-714	1071	-1175.470	-87.108	130.662	
41074503	-8991	-818	1245	-1096.902	-99.796	151.890	
41094822	-8851	-1274	1365	-1079.822	-155.428	166.530	
41115138	-8853	-1731	1327	-1080.066	-211.182	161.894	
41135455	-9009	-2391	1052	-1099.098	-291.702	128.344	
41155770	-9091	-3111	631	-1109.102	-379.542	76.982	
41176087	-9005	-3539	440	-1098.610	-431.758	53.680	
41196402	-8840	-3670	541	-1078.480	-447.740	66.002	
41216716	-8626	-3731	1016	-1052.372	-455.182	123.952	
41237030	-8374	-3636	1536	-1021.628	-443.592	187.392	
41257349	-8365	-3494	2037	-1020.530	-426.268	248.514	
41277669	-8595	-3648	2226	-1048.590	-445.056	271.572	
41297985	-8986	-4207	2140	-1096.292	-513.254	261.080	
41318300	-9671	-4691	2047	-1179.862	-572.302	249.734	
41338616	-10802	-4794	2209	-1317.844	-584.868	269.498	
41358936	-12271	-4511	2577	-1497.062	-550.342	314.394	
41379256	-12445	-3621	2644	-1518.290	-441.762	322.568	
41399573	-11530	-2773	2702	-1406.660	-338.306	329.644	
41419893	-9838	-2339	2764	-1200.236	-285.358	337.208	
41440211	-7890	-1977	2667	-962.580	-241.194	325.374	
41460526	-7434	-1881	2484	-906.948	-229.482	303.048	
41480842	-9120	-2373	2338	-1112.640	-289.506	285.236	
41501159	-10705	-2684	2140	-1306.010	-327.448	261.080	
41521479	-11932	-2435	1955	-1455.704	-297.070	238.510	
41541795	-12651	-2026	1633	-1543.422	-247.172	199.226	
41562114	-12104	-1631	1336	-1476.688	-198.982	162.992	
41582433	-10954	-1169	1240	-1336.388	-142.618	151.280	
41602754	-10398	-548	1189	-1268.556	-66.856	145.058	
41623069	-9911	-128	1072	-1209.142	-15.616	130.784	
41643387	-9110	49	1079	-1111.420	5.978	131.638	
41663703	-8690	-122	1081	-1060.180	-14.884	131.882	
41684023	-8338	-584	961	-1017.236	-71.248	117.242	
41704339	-7751	-900	699	-945.622	-109.800	85.278	
41724654	-6985	-770	496	-852.170	-93.940	60.512	
41744970	-6076	-261	454	-741.272	-31.842	55.388	
41765288	-5241	177	441	-639.402	21.594	53.802	
41785606	-4665	412	510	-569.130	50.264	62.220	
41805921	-4759	160	580	-580.598	19.520	70.760	
41826236	-5303	-273	465	-646.966	-33.306	56.730	
41846555	-5683	-563	281	-693.326	-68.686	34.282	
41866872	-6157	-646	54	-751.154	-78.812	6.588	
41887190	-6924	-677	-273	-844.728	-82.594	-33.306	
41907512	-8228	-858	-628	-1003.816	-104.676	-76.616	
41927829	-9000	-1090	-590	-1098.000	-132.980	-71.980	
41948148	-9299	-1503	-546	-1134.478	-183.366	-66.612	
41968464	-9446	-2021	-400	-1152.412	-246.562	-48.800	
41988781	-9011	-2679	-530	-1099.342	-326.838	-64.660	
42009098	-8646	-3387	-909	-1054.812	-413.214	-110.898	
42029417	-9680	-3717	-807	-1180.960	-453.474	-98.454	
42049733	-11780	-3610	-302	-1437.160	-440.420	-36.844	
42070049	-12765	-3552	-89	-1557.330	-433.344	-10.858	
42090369	-12347	-3284	-346	-1506.334	-400.648	-42.212	
42110686	-11556	-2421	-669	-1409.832	-295.362	-81.618	
42131005	-10166	-1671	-252	-1240.252	-203.862	-30.744	
42151323	-8874	-1360	521	-1082.628	-165.920	63.562	
42171640	-8314	-1285	1175	-1014.308	-156.770	143.350	
42191958	-8173	-1599	1102	-997.106	-195.078	134.444	
42212275	-8169	-2416	543	-996.618	-294.752	66.246	
42232591	-8235	-3166	-139	-1004.670	-386.252	-16.958	
42252907	-8274	-3503	-329	-1009.428	-427.366	-40.138	
42273222	-8094	-3673	-180	-987.468	-448.106	-21.960	
42293543	-7843	-3816	433	-956.846	-465.552	52.826	
42313862	-7601	-3823	1019	-927.322	-466.406	124.318	
42334179	-7648	-3658	1303	-933.056	-446.276	158.966	
42354494	-8151	-3695	1805	-994.422	-450.790	220.210	
42374812	-8613	-4278	2349	-1050.786	-521.916	286.578	
42395132	-9549	-4878	2542	-1164.978	-595.116	310.124	
42415450	-11940	-5467	2860	-1456.680	-666.974	348.920	
42435769	-13577	-5407	2829	-1656.394	-659.654	345.138	
42456088	-13094	-4499	2846	-1597.468	-548.878	347.212	
42476407	-11113	-3537	2913	-1355.786	-431.514	355.386	
42496724	-8608	-2547	3134	-1050.176	-310.734	382.348	
42517041	-7350	-1677	3385	-896.700	-204.594	412.970	
42537357	-8386	-1656	3310	-1023.092	-202.032	403.820	
42557676	-9748	-2192	2870	-1189.256	-267.424	350.140	
42577994	-11278	-2532	2193	-1375.916	-308.904	267.546	
42598314	-12621	-2354	1505	-1539.762	-287.188	183.610	
42618632	-12237	-1835	1172	-1492.914	-223.870	142.984	
42638949	-10949	-1248	970	-1335.778	-152.256	118.340	
42659267	-10222	-798	1003	-1247.084	-97.356	122.366	
42679586	-9792	-473	1086	-1194.624	-57.706	132.492	
42699903	-9275	-189	1012	-1131.550	-23.058	123.464	
42720220	-8562	-182	854	-1044.564	-22.204	104.188	
42740538	-7797	-558	697	-951.234	-68.076	85.034	
42760856	-7178	-988	559	-875.716	-120.536	68.198	
42781173	-6635	-1290	458	-809.470	-157.380	55.876	
42801491	-6060	-1385	326	-739.320	-168.970	39.772	
42821809	-5448	-1238	271	-664.656	-151.036	33.062	
42842129	-4870	-807	336	-594.140	-98.454	40.992	
42862446	-4539	-298	451	-553.758	-36.356	55.022	
42882762	-4550	-208	539	-555.100	-25.376	65.758	
42903079	-4900	-522	688	-597.800	-63.684	83.936	
42923396	-5649	-847	736	-689.178	-103.334	89.792	
42943714	-6637	-1013	620	-809.714	-123.586	75.640	
42964033	-7928	-945	423	-967.216	-115.290	51.606	
42984349	-9062	-736	256	-1105.564	-89.792	31.232	
43004666	-9784	-732	33	-1193.648	-89.304	4.026	
43024983	-10508	-1063	-117	-1281.976	-129.686	-14.274	
43045303	-10845	-1563	-39	-1323.090	-190.686	-4.758	
43065623	-10076	-2492	285	-1229.272	-304.024	34.770	
43085940	-9029	-3674	1072	-1101.538	-448.228	130.784	
43106259	-8943	-4064	1600	-1091.046	-495.808	195.200	
43126575	-9650	-2909	1618	-1177.300	-354.898	197.396	
43146892	-10290	-1886	1401	-1255.380	-230.092	170.922	
43167208	-10523	-1466	1086	-1283.806	-178.852	132.492	
43187527	-10581	-838	1023	-1290.882	-102.236	124.806	
43207845	-9910	-461	1241	-1209.020	-56.242	151.402	
43228162	-9209	-840	1219	-1123.498	-102.480	148.718	
43248480	-8736	-1366	1022	-1065.792	-166.652	124.684	
43268797	-8509	-1957	692	-1038.098	-238.754	84.424	
43289115	-8387	-2797	211	-1023.214	-341.234	25.742	
43309432	-8320	-3442	-69	-1015.040	-419.924	-8.418	
43329750	-8157	-3703	21	-995.154	-451.766	2.562	
43350065	-7883	-3732	434	-961.726	-455.304	52.948	
43370384	-7681	-3595	906	-937.082	-438.590	110.532	
43390703	-7536	-3519	1292	-919.392	-429.318	157.624	
43411022	-7636	-3645	1625	-931.592	-444.690	198.250	
43431343	-8041	-4012	2040	-981.002	-489.464	248.880	
43451662	-8525	-4341	2325	-1040.050	-529.602	283.650	
43471980	-9195	-4629	2553	-1121.790	-564.738	311.466	
43492297	-10841	-4760	2668	-1322.602	-580.720	325.496	
43512616	-12670	-4693	2606	-1545.740	-572.546	317.932	
43532931	-12589	-4207	2410	-1535.858	-513.254	294.020	
43553249	-12015	-3579	2431	-1465.830	-436.638	296.582	
43573565	-10313	-2742	2613	-1258.186	-334.524	318.786	
43593881	-8054	-1953	2579	-982.588	-238.266	314.638	
43614199	-6938	-1854	2174	-846.436	-226.188	265.228	
43634519	-8161	-2395	1600	-995.642	-292.190	195.200	
43654837	-9625	-2764	1279	-1174.250	-337.208	156.038	
43675154	-10492	-2817	976	-1280.024	-343.674	119.072	
43695472	-11428	-2635	655	-1394.216	-321.470	79.910	
43715789	-11712	-2259	504	-1428.864	-275.598	61.488	
43736109	-11103	-1710	276	-1354.566	-208.620	33.672	
43756426	-10392	-1128	159	-1267.824	-137.616	19.398	
43776744	-10074	-596	209	-1229.028	-72.712	25.498	
43797064	-9768	20	244	-1191.696	2.440	29.768	
43817381	-9265	543	160	-1130.330	66.246	19.520	
43837698	-8618	486	30	-1051.396	59.292	3.660	
43858014	-8042	-156	-145	-981.124	-19.032	-17.690	
43878331	-7579	-840	-422	-924.638	-102.480	-51.484	
43898650	-7206	-1419	-621	-879.132	-173.118	-75.762	
43918964	-7074	-1933	-717	-863.028	-235.826	-87.474	
43939279	-6955	-2270	-701	-848.510	-276.940	-85.522	
43959596	-6885	-2121	-587	-839.970	-258.762	-71.614	
43979911	-6812	-1446	-447	-831.064	-176.412	-54.534	
44000227	-6592	-711	-369	-804.224	-86.742	-45.018	
44020543	-6300	-303	-321	-768.600	-36.966	-39.162	
44040860	-6359	-288	-97	-775.798	-35.136	-11.834	
44061177	-7334	-721	64	-894.748	-87.962	7.808	
44081496	-8077	-1257	146	-985.394	-153.354	17.812	
44101814	-7511	-1444	224	-916.342	-176.168	27.328	
44122133	-7275	-1578	348	-887.550	-192.516	42.456	
44142450	-7151	-1870	620	-872.422	-228.140	75.640	
44162766	-6686	-2441	830	-815.692	-297.802	101.260	
44183081	-6521	-2572	1098	-795.562	-313.784	133.956	
44203399	-7170	-2112	1238	-874.740	-257.664	151.036	
44223717	-8227	-1903	1344	-1003.694	-232.166	163.968	
44244035	-9343	-2169	1352	-1139.846	-264.618	164.944	
44264356	-10181	-1900	1185	-1242.082	-231.800	144.570	
44284675	-10480	-1260	1106	-1278.560	-153.720	134.932	
44304994	-10275	-1213	1227	-1253.550	-147.986	149.694	
44325311	-9958	-1701	1481	-1214.876	-207.522	180.682	
44345628	-9678	-2145	1870	-1180.716	-261.690	228.140	
44365945	-9485	-2333	2149	-1157.170	-284.626	262.178	
44386260	-9545	-2382	2140	-1164.490	-290.604	261.080	
44406576	-9525	-2505	1848	-1162.050	-305.610	225.456	
44426892	-9181	-2930	1761	-1120.082	-357.460	214.842	
44447208	-8846	-3406	1758	-1079.212	-415.532	214.476	
44467526	-8590	-3677	1878	-1047.980	-448.594	229.116	
44487845	-8387	-3650	2116	-1023.214	-445.300	258.152	
44508163	-8318	-3555	2212	-1014.796	-433.710	269.864	
44528479	-8499	-3628	2141	-1036.878	-442.616	261.202	
44548794	-8971	-3789	2020	-1094.462	-462.258	246.440	
44569109	-9344	-3788	2029	-1139.968	-462.136	247.538	
44589425	-9878	-3549	1873	-1205.116	-432.978	228.506	
44609740	-11465	-3317	1777	-1398.730	-404.674	216.794	
44630056	-12824	-3558	1541	-1564.528	-434.076	188.002	
44650372	-11907	-3587	1298	-1452.654	-437.614	158.356	
44670689	-10478	-3418	1186	-1278.316	-416.996	144.692	
44691005	-9278	-3488	1367	-1131.916	-425.536	166.774	
44711319	-8515	-3311	1345	-1038.830	-403.942	164.090	
44731638	-8984	-3188	1211	-1096.048	-388.936	147.742	
44751953	-9926	-3384	1088	-1210.972	-412.848	132.736	
44772269	-10757	-3498	1131	-1312.354	-426.756	137.982	
44792585	-11526	-3150	1438	-1406.172	-384.300	175.436	
44812903	-11239	-2592	1462	-1371.158	-316.224	178.364	
44833218	-10520	-1740	997	-1283.440	-212.280	121.634	
44853536	-9818	-1082	623	-1197.796	-132.004	76.006	
44873852	-9057	-669	621	-1104.954	-81.618	75.762	
44894168	-8237	-252	1041	-1004.914	-30.744	127.002	
44914484	-7414	-286	1278	-904.508	-34.892	155.916	
44934800	-6805	-544	1169	-830.210	-66.368	142.618	
44955117	-6444	-840	928	-786.168	-102.480	113.216	
44975432	-6141	-1233	648	-749.202	-150.426	79.056	
44995747	-5715	-1497	487	-697.230	-182.634	59.414	
45016061	-5337	-1636	416	-651.114	-199.592	50.752	
45036375	-5215	-1616	423	-636.230	-197.152	51.606	
45056692	-5217	-1511	442	-636.474	-184.342	53.924	
45077008	-5239	-1477	415	-639.158	-180.194	50.630	
45097324	-5378	-1495	375	-656.116	-182.390	45.750	
45117639	-5560	-1442	348	-678.320	-175.924	42.456	
45137957	-5862	-1391	361	-715.164	-169.702	44.042	
45158272	-6396	-1385	213	-780.312	-168.970	25.986	
45178589	-7695	-1301	65	-938.790	-158.722	7.930	
45198904	-9476	-1234	48	-1156.072	-150.548	5.856	
45219220	-10669	-1331	-131	-1301.618	-162.382	-15.982	
45239532	-11149	-1534	-278	-1360.178	-187.148	-33.916	
45259847	-10487	-2264	-167	-1279.414	-276.208	-20.374	
45280162	-9210	-3419	277	-1123.620	-417.118	33.794	
45300478	-8774	-4406	585	-1070.428	-537.532	71.370	
45320793	-10287	-4394	466	-1255.014	-536.068	56.852	
45341106	-11431	-3582	33	-1394.582	-437.004	4.026	
45361417	-10971	-3090	-491	-1338.462	-376.980	-59.902	
45381729	-10367	-2499	-554	-1264.774	-304.878	-67.588	
45402044	-9823	-1663	16	-1198.406	-202.886	1.952	
45422359	-8967	-1213	744	-1093.974	-147.986	90.768	
45442675	-8318	-1153	949	-1014.796	-140.666	115.778	
45462991	-7952	-1476	536	-970.144	-180.072	65.392	
45483303	-7639	-2012	-179	-931.958	-245.464	-21.838	
45503613	-7339	-2796	-834	-895.358	-341.112	-101.748	
45523928	-7195	-3693	-1132	-877.790	-450.546	-138.104	
45544242	-7250	-4103	-1046	-884.500	-500.566	-127.612	
45564558	-7446	-3832	-462	-908.412	-467.504	-56.364	
45584876	-7651	-3398	255	-933.422	-414.556	31.110	
45605192	-7702	-3098	396	-939.644	-377.956	48.312	
45625505	-7820	-3005	532	-954.040	-366.610	64.904	
45645821	-8381	-3166	870	-1022.482	-386.252	106.140	
45666134	-8943	-3808	1545	-1091.046	-464.576	188.490	
45686449	-9202	-4881	2068	-1122.644	-595.482	252.296	
45706764	-10334	-5597	2358	-1260.748	-682.834	287.676	
45727079	-12127	-5657	2630	-1479.494	-690.154	320.860	
45747392	-12324	-4734	2472	-1503.528	-577.548	301.584	
45767708	-11579	-3764	2561	-1412.638	-459.208	312.442	
45788023	-10558	-3602	2755	-1288.076	-439.444	336.110	
45808339	-8791	-3079	2948	-1072.502	-375.638	359.656	
45828656	-6872	-2042	2934	-838.384	-249.124	357.948	
45848972	-6430	-1960	2762	-784.460	-239.120	336.964	
45869289	-8126	-2893	2426	-991.372	-352.946	295.972	
45889605	-9579	-3386	2113	-1168.638	-413.092	257.786	
45909921	-10638	-3172	1753	-1297.836	-386.984	213.866	
45930237	-11340	-2714	1366	-1383.480	-331.108	166.652	
